mapping_source	mapping_set_label	subject_category	subject_id	subject_label	predicate_id	object_id	object_label	object_category	confidence	mapping_cardinality	mapping_justification	author_label	reviewer_label	mapping_date	subject_source_version	cnt
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50861	Alanine Aminotransferase (ALT)|Blood|U/L	skos:exactMatch	OMOP:3006923	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1348729
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50878	Asparate Aminotransferase (AST)|Blood|U/L	skos:exactMatch	OMOP:3013721	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1321132
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51275	PTT|Blood|s	skos:narrowMatch	OMOP:3013466	aPTT in Blood by Coagulation assay	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	1261627
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51275	PTT|Blood|s	skos:narrowMatch	OMOP:3018677	aPTT in Platelet poor plasma by Coagulation assay	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1261627
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51256	Neutrophils|Blood|%	skos:narrowMatch	OMOP:3008342	Neutrophils/100 leukocytes in Blood by Automated count	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1241592
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51256	Neutrophils|Blood|10*3/uL	skos:narrowMatch	OMOP:3013650	Neutrophils [#/volume] in Blood by Automated count	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1241592
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51244	Lymphocytes|Blood|%	skos:exactMatch	OMOP:3037511	Lymphocytes/100 leukocytes in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1241592
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51254	Monocytes|Blood|%	skos:exactMatch	OMOP:3011948	Monocytes/100 leukocytes in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1241591
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51146	Basophils|Blood|%	skos:exactMatch	OMOP:3013869	Basophils/100 leukocytes in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	1241587
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51200	Eosinophils|Blood|%	skos:exactMatch	OMOP:3010457	Eosinophils/100 leukocytes in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	1241587
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50885	Bilirubin, Total|Blood|mg/dL	skos:exactMatch	OMOP:3024128	Bilirubin.total [Mass/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Abdulrahman Chahin	Tufts	11-22-2022	v2.0	1174903
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50863	Alkaline Phosphatase|Blood|U/L	skos:exactMatch	OMOP:3035995	Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	1171421
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50862	Albumin|Blood|g/dL	skos:narrowMatch	OMOP:3024561	Albumin [Mass/volume] in Serum or Plasma	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	749944
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50862	Albumin|Blood|g/dL	skos:narrowMatch	OMOP:3028286	Albumin [Mass/volume] in Serum or Plasma by Electrophoresis	Measurement	1	1:n	semapv:ManualMappingCuration	Abdulrahman Chahin	Tufts	11-22-2022	v2.0	749944
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51491	pH|Urine|[pH]	skos:narrowMatch	OMOP:3015736	pH of Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51491	pH|Urine|[pH]	skos:narrowMatch	OMOP:3022621	pH of Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51498	Specific Gravity|Urine|	skos:narrowMatch	OMOP:3033543	Specific gravity of Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51498	Specific Gravity|Urine|{Spec grav}	skos:narrowMatch	OMOP:3000330	Specific gravity of Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51486	Leukocytes|Urine|	skos:exactMatch	OMOP:3022547	Leukocytes [Presence] in Urine sediment by Light microscopy	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51506	Urine Appearance|Urine|	skos:exactMatch	OMOP:3007876	Appearance of Urine	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51508	Urine Color|Urine|	skos:exactMatch	OMOP:3027162	Color of Urine	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682923
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51466	Blood|Urine|	skos:exactMatch	OMOP:3051227	Blood [Presence] in Urine by Visual	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682919
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51478	Glucose|Urine|mg/dL	skos:narrowMatch	OMOP:3020399	Glucose [Mass/volume] in Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682918
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51478	Glucose|Urine|mg/dL	skos:narrowMatch	OMOP:3024629	Glucose [Mass/volume] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682918
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51492	Protein|Urine|	skos:narrowMatch	OMOP:3014051	Protein [Presence] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682918
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51492	Protein|Urine|mg/dL	skos:narrowMatch	OMOP:3005897	Protein [Mass/volume] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682918
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51464	Bilirubin|Urine|	skos:narrowMatch	OMOP:3011258	Bilirubin.total [Presence] in Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682917
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51464	Bilirubin|Urine|	skos:narrowMatch	OMOP:3018834	Bilirubin.total [Presence] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682917
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51484	Ketone|Urine|mg/dL	skos:narrowMatch	OMOP:3023539	Ketones [Mass/volume] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682917
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51484	Ketone|Urine|mg/dL	skos:narrowMatch	OMOP:3032459	Ketones [Mass/volume] in Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682917
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51487	Nitrite|Urine|	skos:narrowMatch	OMOP:3021601	Nitrite [Presence] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682916
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51487	Nitrite|Urine|	skos:narrowMatch	OMOP:3042812	Nitrite [Presence] in Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682916
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51514	Urobilinogen|Urine|mg/dL	skos:narrowMatch	OMOP:3007950	Urobilinogen [Mass/volume] in Urine	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	682916
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51514	Urobilinogen|Urine|mg/dL	skos:narrowMatch	OMOP:3037072	Urobilinogen [Mass/volume] in Urine by Test strip	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	682916
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51087	Length of Urine Collection|Urine|h	skos:exactMatch	OMOP:3016750	Collection duration of Urine	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	639463
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	52033	Specimen Type|Blood|	skos:exactMatch	OMOP:40769406	Specimen type	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	618512
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50820	pH|Blood|[pH]	skos:exactMatch	OMOP:3010421	pH of Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	564412
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52075	Absolute Neutrophil Count|Blood|10*3/uL	skos:exactMatch	OMOP:3013650	Neutrophils [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	541658
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52073	Absolute Eosinophil Count|Blood|10*3/uL	skos:exactMatch	OMOP:3028615	Eosinophils [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	518314
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52074	Absolute Monocyte Count|Blood|10*3/uL	skos:exactMatch	OMOP:3033575	Monocytes [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	518273
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51133	Absolute Lymphocyte Count|Blood|10*3/uL	skos:exactMatch	OMOP:3004327	Lymphocytes [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	518272
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52069	Absolute Basophil Count|Blood|10*3/uL	skos:exactMatch	OMOP:3013429	Basophils [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	518272
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50821	pO2|Blood|mm[Hg]	skos:exactMatch	OMOP:3027315	Oxygen [Partial pressure] in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	511938
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50802	Base Excess|Blood|mmol/L	skos:exactMatch	OMOP:3012501	Base excess in Blood by calculation	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	511831
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50804	Calculated Total CO2|Blood|mmol/L	skos:exactMatch	OMOP:3031147	Carbon dioxide, total [Moles/volume] in Blood by calculation	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	511828
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50818	pCO2|Blood|mm[Hg]	skos:exactMatch	OMOP:3013290	Carbon dioxide [Partial pressure] in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	511713
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50813	Lactate|Blood|mmol/L	skos:narrowMatch	OMOP:3018405	Lactate [Moles/volume] in Arterial blood	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	506778
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50813	Lactate|Blood|mmol/L	skos:narrowMatch	OMOP:3047181	Lactate [Moles/volume] in Blood	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	506778
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51493	RBC|Urine|/[HPF]	skos:exactMatch	OMOP:3035124	Erythrocytes [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	480935
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51516	WBC|Urine|/[HPF]	skos:exactMatch	OMOP:3035583	Leukocytes [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	480935
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51463	Bacteria|Urine|/[HPF]	skos:exactMatch	OMOP:3025255	Bacteria [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	480934
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51476	Epithelial Cells|Urine|/[HPF]	skos:exactMatch	OMOP:3010189	Epithelial cells [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	480932
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51519	Yeast|Urine|/[HPF]	skos:exactMatch	OMOP:3037244	Yeast [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	480932
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50954	Lactate Dehydrogenase (LD)|Blood|	skos:exactMatch	OMOP:3016436	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	473446
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52135	Immature Granulocytes|Blood|%	skos:exactMatch	OMOP:3050479	Immature granulocytes/100 leukocytes in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	415010
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51003	Troponin T|Blood|ug/L;ng/mL	skos:exactMatch	OMOP:3019800	Troponin T.cardiac [Mass/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	359000
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51512	Urine Mucous|Urine|	skos:exactMatch	OMOP:3006175	Mucus [Presence] in Urine sediment by Light microscopy	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	317765
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50993	Thyroid Stimulating Hormone|Blood|m[IU]/L	skos:exactMatch	OMOP:3009201	Thyrotropin [Units/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	316395
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Blood Gas	50808	Free Calcium|Blood|mmol/L	skos:exactMatch	OMOP:3021119	Calcium.ionized [Moles/volume] in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	281355
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50910	Creatine Kinase (CK)|Blood|U/L	skos:exactMatch	OMOP:3007220	Creatine kinase [Enzymatic activity/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	280892
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51266	Platelet Smear|Blood|	skos:exactMatch	OMOP:3033641	Platelet adequacy [Presence] in Blood by Light microscopy	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	251500
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50907	Cholesterol, Total|Blood|mg/dL	skos:exactMatch	OMOP:3027114	Cholesterol [Mass/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	250248
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51000	Triglycerides|Blood|mg/dL	skos:exactMatch	OMOP:3022192	Triglyceride [Mass/volume] in Serum or Plasma	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	250001
