mapping_source	mapping_set_label	subject_category	subject_id	subject_label	predicate_id	object_id	object_label	object_category	confidence	mapping_cardinality	mapping_justification	author_label	reviewer_label	mapping_provider	mapping_date	subject_vocabulary_version
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Bedside ECLS	700000026	Blender CO2 (mL/min)	skos:broadMatch	OMOP:4354269	Inspired carbon dioxide concentration	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Braden Scale Assessment	700000030	Braden Scale Score	skos:exactMatch	OMOP:3035519	Braden scale total score	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Chemotherapy/Biotherapy	700000024	Bioreactance Stroke Volume Index (SVI)	skos:broadMatch	OMOP:4172676	Stroke index	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000053	ECMO Pump Speed (RPM)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000054	ECMO Site	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000074	HeartMate II Pump Power (watts)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000075	HeartMate II Speed (RPM)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000077	HeartWare Pump Power (watts)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000078	HeartWare Pump Speed (RPM)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000103	LVAD CentriMag Pump Speed (RPM)	skos:exactMatch	0	No matching concept	Metadata	1	1:0	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000030	Braden Scale Score	skos:exactMatch	OMOP:3035519	Braden scale total score	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000032	Capillary Refill	skos:exactMatch	OMOP:3045676	Capillary refill [Time]	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000052	ECMO Pump Flow (Retired See Below)	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000073	HeartMate II Pump Flow (L/min)	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000076	HeartWare Pump Flow (L/min)	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000093	Impella Flow	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000094	Impella LVAD Flow	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000102	LVAD CentriMag Pump Flow	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000178	RVAD CentriMag Pump Flow	skos:broadMatch	OMOP:40479778	Rate of blood flow through cardiovascular device	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000027	Blender Flow (L/min)	skos:broadMatch	OMOP:4089495	Extracorporeal gas exchange flow rate	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000068	Glasgow Coma Scale Score	skos:exactMatch	OMOP:4093836	Glasgow coma score	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000230	Ventricular Device	skos:exactMatch	OMOP:4235043	Ventricular assist device	Device	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000096	Impella LVAD type	skos:broadMatch	OMOP:4235161	Left ventricular assist device	Device	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000098	Impella type	skos:broadMatch	OMOP:4235161	Left ventricular assist device	Device	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000133	Overall CAM-ICU	skos:broadMatch	OMOP:42539072	Confusion Assessment Method short version score	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000186	Secretion Amount	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000187	Secretion Color	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000188	Secretion Consistency	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Complex Assessment	700000051	ECMO Blender FiO2 (%)	skos:closeMatch	OMOP:4353936	Inspired oxygen concentration	Measurement	0.2	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	CRRT	700000194	Status	skos:broadMatch	OMOP:1989465	Continuous renal replacement therapy panel	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	CRRT	700000217	Treatment Type	skos:broadMatch	OMOP:40486176	Hemodiafiltration technique	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	CRRT	700000217	Treatment Type	skos:broadMatch	OMOP:40487468	Hemodialysis technique	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	CRRT	700000140	Patient Fluid Removal Set Rate (mL/hr)	skos:exactMatch	OMOP:44802820	Haemodialysis ultrafiltration rate	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000036	CI FICK	skos:broadMatch	OMOP:1029025	Fick method	Observation	0.2	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000034	Chest Tube Net Output (mL)	skos:broadMatch	OMOP:1030277	Chest tube output	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000044	CPP	skos:exactMatch	OMOP:21490695	Cerebral perfusion pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000045	CPP 2	skos:exactMatch	OMOP:21490695	Cerebral perfusion pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000031	BSA (Calculated - sq m)	skos:exactMatch	OMOP:3005424	Body surface area	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000031	BSA (Calculated - sq m)	skos:exactMatch	OMOP:3005424	Body surface area	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000031	BSA (Calculated - sq m)	skos:exactMatch	OMOP:3005424	Body surface area	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000031	BSA (Calculated - sq m)	skos:exactMatch	OMOP:3005424	Body surface area	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000031	BSA (Calculated - sq m)	skos:exactMatch	OMOP:3005424	Body surface area	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000202	SVR FICK	skos:exactMatch	OMOP:3012536	Systemic vascular Resistance by Fick method	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000039	CO FICK (Epic Calc) SaO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000040	CO FICK (Epic Calc) SpO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000197	SV FICK	skos:broadMatch	OMOP:3014125	Left ventricular Stroke volume by Fick method	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000222	Urinary Tube Net Output (mL)	skos:broadMatch	OMOP:3014315	Urine output	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000006	Admission Weight	skos:exactMatch	OMOP:3025315	Body weight	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000198	SVI FICK	skos:broadMatch	OMOP:3028039	Left ventricular Stroke volume index by Fick method	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000166	PVR FICK	skos:exactMatch	OMOP:3035013	Pulmonary vascular Resistance by Fick method	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000030	Braden Scale Score	skos:exactMatch	OMOP:3035519	Braden scale total score	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000177	RSBI	skos:broadMatch	OMOP:37030869	Rapid shallow breathing index	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000088	IBW in kg (Bariatric)	skos:exactMatch	OMOP:4062985	Ideal body weight	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000068	Glasgow Coma Scale Score	skos:exactMatch	OMOP:4093836	Glasgow coma score	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000028	BMI (Calculated)	skos:exactMatch	OMOP:4245997	Body mass index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000133	Overall CAM-ICU	skos:broadMatch	OMOP:42539072	Confusion Assessment Method short version score	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Custom Formula Data	700000151	PEWS Score	skos:exactMatch	OMOP:44811085	Paediatric Early Warning Score	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Cares/Safety	700000239	Warming Device Type	skos:broadMatch	OMOP:4155144	Device used	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Cares/Safety	700000237	Warming Blanket	skos:exactMatch	OMOP:4225960	Warming blanket	Device	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Cares/Safety	700000238	Warming Blanket Use	skos:exactMatch	OMOP:4225960	Warming blanket	Device	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Wake & Spont Breathing Trial	700000177	RSBI	skos:broadMatch	OMOP:37030869	Rapid shallow breathing index	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Wake & Spont Breathing Trial	700000213	Total Respiratory Rate	skos:exactMatch	OMOP:4108446	Total breath rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	Daily Wake & Spont Breathing Trial	700000193	Spontaneous VT	skos:exactMatch	OMOP:4108448	Spontaneous tidal volume	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
